word,word_length,by_word_count_guessed,by_word_count_missed,by_word_count_total,by_letter_count_guessed,by_letter_count_missed,by_letter_count_total
Clive,5,5,6,11,5,6,11
Clive's,7,7,3,10,7,3,10
Clorets,7,3,2,5,3,2,5
Clorets's,9,4,1,5,4,1,5
Clorox,6,2,4,6,2,4,6
Clorox's,8,3,2,5,3,2,5
Closure,7,4,0,4,7,2,9
Closure's,9,5,0,5,4,0,4
Clotho,6,2,4,6,2,4,6
Clotho's,8,3,3,6,3,2,5
Clouseau,8,3,0,3,3,0,3
Clouseau's,10,4,0,4,3,0,3
Clovis,6,5,5,10,5,5,10
Clovis's,8,4,3,7,3,4,7
Clyde,5,3,5,8,3,6,9
Clyde's,7,4,5,9,4,5,9
Clydesdale,10,3,1,4,3,0,3
Clydesdale's,12,4,0,4,3,0,3
Clytemnestra,12,2,1,3,2,1,3
Clytemnestra's,14,3,1,4,2,1,3
Cobain,6,5,3,8,5,2,7
Cobain's,8,6,2,8,7,2,9
Cobb,4,3,7,10,3,6,9
Cobb's,6,5,6,11,5,5,10
Cochabamba,10,3,3,6,3,3,6
Cochabamba's,12,5,1,6,4,2,6
Cochin,6,4,5,9,4,5,9
Cochin's,8,6,4,10,6,4,10
Cochise,7,4,0,4,4,1,5
Cochise's,9,4,1,5,4,0,4
Cochran,7,4,3,7,4,3,7
Cochran's,9,4,3,7,6,2,8
Cockney,7,4,3,7,3,3,6
Cockney's,9,6,2,8,5,1,6
Cocteau,7,4,3,7,4,3,7
Cocteau's,9,6,0,6,6,1,7
Cody,4,4,6,10,4,7,11
Cody's,6,6,5,11,6,6,12
Coffey,6,4,6,10,4,6,10
Coffey's,8,5,4,9,5,4,9
Cognac,6,4,2,6,4,2,6
Cognac's,8,6,1,7,6,1,7
Cohan,5,3,5,8,3,5,8
Cohan's,7,5,4,9,5,4,9
Cohen,5,5,5,10,5,5,10
Cohen's,7,7,3,10,7,3,10
Coimbatore,10,3,1,4,3,1,4
Coimbatore's,12,5,0,5,4,0,4
Cointreau,9,6,1,7,3,1,4
Cointreau's,11,8,0,8,4,0,4
Coke,4,4,7,11,4,7,11
Coke's,6,6,3,9,6,5,11
Cokes,5,5,6,11,5,8,13
Colbert,7,5,3,8,5,2,7
Colbert's,9,7,2,9,7,1,8
Colby,5,5,3,8,5,3,8
Colby's,7,7,2,9,7,3,10
Cole,4,4,4,8,4,4,8
Cole's,6,6,3,9,6,3,9
Coleen,6,4,2,6,4,2,6
Coleen's,8,5,1,6,5,1,6
Coleman,7,5,2,7,4,1,5
Coleman's,9,5,1,6,5,0,5
Coleridge,9,2,3,5,2,3,5
Coleridge's,11,4,1,5,5,1,6
Colette,7,4,3,7,4,1,5
Colette's,9,5,1,6,6,1,7
Colfax,6,4,3,7,3,3,6
Colfax's,8,6,2,8,5,2,7
Colgate,7,6,2,8,4,1,5
Colgate's,9,8,0,8,8,0,8
Colin,5,4,5,9,4,5,9
Colin's,7,6,4,10,6,3,9
Colleen,7,3,1,4,3,1,4
Colleen's,9,5,0,5,5,0,5
Collier,7,6,2,8,6,1,7
Collier's,9,5,0,5,5,0,5
Collin,6,4,3,7,4,4,8
Collin's,8,6,2,8,6,3,9
Collins,7,6,4,10,6,4,10
Collins's,9,7,1,8,7,1,8
Cologne,7,3,3,6,3,2,5
Cologne's,9,5,3,8,5,2,7
Colombia,8,6,2,8,3,2,5
Colombia's,10,9,1,10,9,1,10
Colombian,9,3,2,5,3,2,5
Colombian's,11,3,1,4,3,1,4
Colombians,10,8,2,10,8,2,10
Colombo,7,1,5,6,2,4,6
Colombo's,9,2,3,5,2,3,5
Colon,5,3,4,7,2,4,6
Colon's,7,5,3,8,4,3,7
Colonial,8,3,2,5,4,2,6
Colorado,8,4,3,7,4,3,7
Colorado's,10,6,1,7,6,1,7
Colosseum,9,3,1,4,3,1,4
Colosseum's,11,4,1,5,3,0,3
Colt,4,4,4,8,4,3,7
Colt's,6,6,3,9,6,2,8
Coltrane,8,5,1,6,5,1,6
Coltrane's,10,7,1,8,6,0,6
Columbia,8,6,2,8,3,2,5
Columbia's,10,5,1,6,5,1,6
Columbine,9,4,2,6,3,2,5
Columbine's,11,5,1,6,6,1,7
Columbus,8,3,3,6,3,3,6
Columbus's,10,4,3,7,3,3,6
Comanche,8,3,2,5,3,2,5
Comanche's,10,5,1,6,4,1,5
Comanches,9,5,2,7,6,1,7
Combs,5,4,6,10,4,6,10
Combs's,7,4,4,8,4,4,8
Comintern,9,2,1,3,2,1,3
Comintern's,11,4,0,4,3,0,3
Commons,7,5,3,8,4,2,6
Commons's,9,5,3,8,3,3,6
Commonwealth,12,2,2,4,2,2,4
Communion,9,5,2,7,4,2,6
Communion's,11,3,2,5,3,2,5
Communions,10,3,2,5,4,2,6
Communism,9,4,1,5,4,1,5
Communist,9,4,1,5,4,1,5
Communist's,11,6,1,7,4,1,5
Communists,10,4,1,5,5,1,6
Como,4,2,3,5,2,4,6
Como's,6,4,2,6,4,2,6
Comoros,7,3,3,6,3,2,5
Comoros's,9,4,3,7,3,3,6
Compaq,6,5,4,9,4,5,9
Compaq's,8,7,3,10,6,4,10
Compton,7,3,4,7,3,5,8
Compton's,9,5,3,8,5,3,8
CompuServe,10,2,1,3,2,0,2
CompuServe's,12,2,0,2,2,0,2
Comte,5,4,5,9,4,7,11
Comte's,7,6,4,10,6,6,12
Conakry,7,3,4,7,3,4,7
Conakry's,9,5,2,7,5,2,7
Conan,5,3,2,5,3,2,5
Conan's,7,5,1,6,5,1,6
Concepción,10,3,1,4,3,1,4
Concepción's,12,5,0,5,4,0,4
Concetta,8,3,2,5,2,2,4
Concetta's,10,5,1,6,4,1,5
Concord,7,3,4,7,3,4,7
Concord's,9,5,2,7,5,2,7
Concorde,8,3,3,6,3,3,6
Concorde's,10,4,2,6,4,1,5
Concords,8,4,3,7,4,3,7
Condillac,9,3,2,5,3,2,5
Condillac's,11,4,1,5,4,1,5
Condorcet,9,3,1,4,3,1,4
Condorcet's,11,4,0,4,4,0,4
Conestoga,9,4,0,4,4,1,5
Conestoga's,11,4,0,4,4,0,4
Confederacy,11,2,2,4,2,1,3
Confederacy's,13,2,1,3,3,0,3
Confederate,11,1,2,3,1,1,2
Confederate's,13,4,0,4,2,0,2
Confederates,12,3,0,3,3,0,3
Confucian,9,4,2,6,3,2,5
Confucian's,11,4,1,5,4,1,5
Confucianism,12,2,1,3,2,1,3
Confucianism's,14,4,0,4,3,0,3
Confucianisms,13,3,0,3,2,1,3
Confucians,10,5,1,6,5,1,6
Confucius,9,4,3,7,3,2,5
Confucius's,11,4,1,5,3,1,4
Congo,5,4,3,7,4,5,9
Congo's,7,6,2,8,5,3,8
Congolese,9,3,0,3,3,0,3
Congolese's,11,4,1,5,3,0,3
Congregationalist,17,4,0,4,6,0,6
Congregationalist's,19,4,0,4,2,0,2
Congregationalists,18,1,0,1,1,0,1
Congress,8,5,0,5,5,0,5
Congress's,10,6,0,6,6,0,6
Congresses,10,6,1,7,6,1,7
Congreve,8,3,1,4,3,1,4
Congreve's,10,5,0,5,5,0,5
Conley,6,6,4,10,6,4,10
Conley's,8,8,2,10,8,2,10
Connecticut,11,3,1,4,2,1,3
Connecticut's,13,3,0,3,3,0,3
Connemara,9,3,1,4,3,1,4
Connemara's,11,6,0,6,4,0,4
Conner,6,4,7,11,4,7,11
Conner's,8,7,4,11,6,6,12
Connery,7,6,1,7,6,2,8
Connery's,9,7,2,9,8,1,9
Connie,6,5,2,7,5,1,6
Connie's,8,7,2,9,7,3,10
Connolly,8,2,4,6,2,4,6
Connolly's,10,3,2,5,3,2,5
Connors,7,3,3,6,3,2,5
Connors's,9,5,3,8,3,3,6
Conrad,6,5,2,7,5,2,7
Conrad's,8,7,1,8,7,1,8
Conrail,7,5,2,7,4,2,6
Conrail's,9,5,1,6,6,2,8
Constable,9,4,0,4,5,0,5
Constable's,11,5,0,5,6,0,6
Constance,9,4,0,4,4,0,4
Constance's,11,5,0,5,4,0,4
Constantine,11,3,0,3,4,0,4
Constantine's,13,5,0,5,4,0,4
Constantinople,14,2,0,2,2,0,2
Constantinople's,16,2,0,2,2,0,2
Constitution,12,4,0,4,4,0,4
Consuelo,8,3,0,3,3,0,3
Consuelo's,10,4,0,4,4,0,4
Continent,9,2,1,3,2,1,3
Continent's,11,4,0,4,3,0,3
Continental,11,5,1,6,2,1,3
Continental's,13,3,0,3,3,0,3
Contreras,9,4,1,5,4,0,4
Contreras's,11,2,1,3,2,1,3
Conway,6,5,3,8,5,3,8
Conway's,8,7,2,9,7,2,9
Cook,4,3,4,7,3,4,7
Cook's,6,5,4,9,5,3,8
Cooke,5,4,3,7,4,3,7
Cooke's,7,6,4,10,6,4,10
Cooley,6,4,4,8,4,4,8
Cooley's,8,7,2,9,7,2,9
Coolidge,8,4,2,6,4,2,6
Coolidge's,10,6,0,6,5,1,6
Cooper,6,5,3,8,5,3,8
Cooper's,8,7,2,9,7,2,9
Cooperstown,11,3,0,3,3,0,3
Cooperstown's,13,4,0,4,3,0,3
Coors,5,4,8,12,4,9,13
Coors's,7,3,4,7,3,4,7
Copacabana,10,2,3,5,1,3,4
Copacabana's,12,4,1,5,2,2,4
Copeland,8,7,2,9,7,2,9
Copeland's,10,9,0,9,5,1,6
Copenhagen,10,3,2,5,3,2,5
Copenhagen's,12,4,1,5,3,1,4
Copernican,10,3,1,4,3,1,4
Copernican's,12,3,0,3,3,0,3
Copernicus,10,4,2,6,5,1,6
Copernicus's,12,3,0,3,3,0,3
Copland,7,6,3,9,5,3,8
Copland's,9,7,2,9,8,1,9
Copley,6,6,5,11,6,5,11
Copley's,8,8,3,11,8,3,11
Copperfield,11,6,1,7,1,2,3
Copperfield's,13,8,1,9,2,1,3
Coppertone,10,2,3,5,2,3,5
Coppertone's,12,4,1,5,4,1,5
Coppola,7,4,3,7,4,2,6
Coppola's,9,6,1,7,6,1,7
Coptic,6,3,4,7,3,5,8
Coptic's,8,5,3,8,5,3,8
Cora,4,4,2,6,4,6,10
Cora's,6,6,5,11,6,5,11
Cordelia,8,8,1,9,8,1,9
Cordelia's,10,10,0,10,6,1,7
Cordilleras,11,4,2,6,4,0,4
Cordilleras's,13,3,0,3,3,0,3
Cordoba,7,4,4,8,3,3,6
Cordoba's,9,5,2,7,5,2,7
Corey,5,5,2,7,5,2,7
Corey's,7,7,1,8,7,1,8
Corfu,5,2,5,7,3,5,8
Corfu's,7,4,4,8,5,4,9
Corina,6,5,2,7,5,2,7
Corina's,8,7,1,8,7,1,8
Corine,6,4,2,6,5,2,7
Corine's,8,7,1,8,7,1,8
Corinne,7,3,3,6,3,2,5
Corinne's,9,5,2,7,5,2,7
Corinth,7,3,3,6,3,3,6
Corinth's,9,5,2,7,4,2,6
Corinthian,10,3,2,5,3,2,5
Corinthian's,12,3,1,4,4,1,5
Corinthians,11,4,1,5,3,1,4
Corinthians's,13,2,0,2,2,0,2
Coriolanus,10,6,2,8,4,1,5
Coriolanus's,12,2,0,2,2,0,2
Coriolis,8,4,3,7,4,3,7
Coriolis's,10,5,0,5,2,1,3
Corleone,8,4,1,5,4,1,5
Corleone's,10,6,1,7,5,1,6
Cormack,7,4,4,8,4,3,7
Cormack's,9,7,1,8,4,3,7
Corneille,9,2,2,4,2,2,4
Corneille's,11,4,0,4,4,0,4
Cornelia,8,7,2,9,7,2,9
Cornelia's,10,9,1,10,7,0,7
Cornelius,9,4,1,5,3,2,5
Cornelius's,11,5,0,5,5,0,5
Cornell,7,4,2,6,4,3,7
Cornell's,9,5,2,7,6,2,8
Corning,7,6,3,9,6,3,9
Corning's,9,8,2,10,8,2,10
Cornish,7,5,3,8,5,2,7
Cornish's,9,7,2,9,7,3,10
Cornwall,8,7,3,10,7,3,10
Cornwall's,10,9,1,10,9,1,10
Cornwallis,10,5,2,7,4,2,6
Cornwallis's,12,5,0,5,5,0,5
Coronado,8,4,3,7,4,3,7
Coronado's,10,6,1,7,6,1,7
Corot,5,2,4,6,2,4,6
Corot's,7,4,3,7,4,3,7
Correggio,9,2,4,6,3,2,5
Correggio's,11,4,0,4,3,1,4
Corrine,7,6,2,8,6,1,7
Corrine's,9,8,1,9,8,1,9
Corsica,7,3,2,5,3,2,5
Corsica's,9,4,1,5,4,2,6
Corsican,8,4,1,5,4,1,5
Corsican's,10,5,1,6,4,1,5
Cortes,6,6,1,7,6,1,7
Cortes's,8,5,2,7,5,2,7
Corteses,8,3,0,3,3,0,3
Cortez,6,6,3,9,6,3,9
Cortez's,8,8,1,9,8,1,9
Cortland,8,8,3,11,8,3,11
Cortland's,10,10,1,11,10,1,11
Corvallis,9,3,2,5,3,2,5
Corvallis's,11,3,0,3,3,0,3
Corvette,8,3,2,5,3,3,6
Corvette's,10,6,1,7,5,1,6
Corvus,6,6,3,9,6,3,9
Corvus's,8,7,2,9,7,3,10
Cory,4,4,9,13,4,10,14
Cory's,6,5,8,13,4,9,13
Cosby,5,2,4,6,2,4,6
Cosby's,7,4,2,6,4,3,7
Cossack,7,3,1,4,3,2,5
Cossack's,9,4,1,5,4,0,4
Costco,6,2,3,5,2,3,5
Costco's,8,2,3,5,2,3,5
Costello,8,4,1,5,4,0,4
Costello's,10,4,1,5,4,1,5
Costner,7,4,2,6,6,1,7
Costner's,9,5,1,6,7,1,8
Cote,4,4,5,9,4,5,9
Cote's,6,6,4,10,6,4,10
Cotonou,7,2,4,6,2,4,6
Cotonou's,9,4,2,6,4,2,6
Cotopaxi,8,3,2,5,3,2,5
Cotopaxi's,10,6,1,7,5,2,7
Cotswold,8,4,3,7,3,4,7
Cotswold's,10,3,3,6,2,3,5
Cotton,6,3,4,7,3,4,7
Cotton's,8,5,2,7,5,2,7
Coulomb,7,2,5,7,2,5,7
Coulomb's,9,5,2,7,5,2,7
Coulter,7,5,3,8,4,3,7
Coulter's,9,7,1,8,7,1,8
Couperin,8,4,2,6,4,2,6
Couperin's,10,5,1,6,5,2,7
Courbet,7,6,3,9,6,2,8
Courbet's,9,8,0,8,8,0,8
Courtney,8,5,2,7,5,2,7
Courtney's,10,7,0,7,7,0,7
Cousteau,8,6,0,6,5,0,5
Cousteau's,10,7,0,7,6,0,6
Coventries,10,4,0,4,6,0,6
Coventry,8,5,2,7,4,3,7
Coventry's,10,7,2,9,3,3,6
Coward,6,6,3,9,6,4,10
Coward's,8,8,2,10,8,2,10
Cowley,6,5,6,11,5,6,11
Cowley's,8,7,4,11,7,4,11
Cowper,6,4,3,7,4,4,8
Cowper's,8,6,2,8,6,2,8
Cox,3,3,8,11,3,9,12
Cox's,5,5,11,16,5,11,16
Coy,3,3,7,10,3,7,10
Coy's,5,5,10,15,5,10,15
Cozumel,7,4,4,8,3,5,8
Cozumel's,9,5,2,7,5,3,8
Cr,2,2,8,10,2,8,10
Cr's,4,4,6,10,4,6,10
Crabbe,6,5,1,6,5,1,6
Crabbe's,8,6,3,9,7,1,8
Craft,5,5,3,8,5,2,7
Craft's,7,7,1,8,7,1,8
Craig,5,4,4,8,4,4,8
Craig's,7,6,4,10,6,3,9
Cranach,7,2,3,5,2,2,4
Cranach's,9,4,2,6,5,1,6
Crane,5,5,1,6,5,1,6
Crane's,7,7,0,7,7,0,7
Cranmer,7,4,3,7,4,4,8
Cranmer's,9,6,3,9,6,2,8
Crater,6,5,0,5,5,0,5
Crater's,8,7,0,7,7,0,7
Crawford,8,4,3,7,4,3,7
Crawford's,10,6,1,7,5,1,6
Cray,4,4,3,7,4,3,7
Cray's,6,6,3,9,6,3,9
Crayola,7,5,4,9,5,3,8
Crayola's,9,7,2,9,7,2,9
Creation,8,4,1,5,4,1,5
Creation's,10,6,0,6,6,0,6
Creator,7,2,1,3,2,1,3
Creator's,9,3,0,3,3,0,3
Crecy,5,3,3,6,3,4,7
Crecy's,7,5,2,7,5,3,8
Cree,4,3,1,4,3,0,3
Cree's,6,5,0,5,5,0,5
Creek,5,4,1,5,4,1,5
Creek's,7,6,0,6,6,0,6
Creighton,9,6,1,7,6,1,7
Creighton's,11,8,0,8,7,0,7
Creole,6,4,0,4,4,0,4
Creole's,8,6,0,6,6,0,6
Creoles,7,5,0,5,5,1,6
Creon,5,4,3,7,4,4,8
Creon's,7,7,1,8,6,3,9
Cressida,8,3,1,4,3,1,4
Cressida's,10,4,1,5,6,0,6
Crest,5,5,0,5,5,0,5
Crest's,7,6,0,6,6,0,6
Cretaceous,10,3,1,4,5,0,5
Cretaceous's,12,2,1,3,2,1,3
Cretan,6,3,2,5,6,1,7
Cretan's,8,8,0,8,8,0,8
Crete,5,4,1,5,4,1,5
Crete's,7,6,0,6,6,0,6
Crichton,8,4,4,8,4,4,8
Crichton's,10,8,3,11,9,2,11
Crick,5,3,5,8,3,5,8
Crick's,7,6,4,10,5,4,9
Crimea,6,3,0,3,3,0,3
Crimea's,8,5,0,5,6,2,8
Crimean,7,4,2,6,3,2,5
Crimean's,9,7,2,9,5,1,6
Criollo,7,2,3,5,2,3,5
Criollo's,9,3,2,5,2,3,5
Crisco,6,3,1,4,3,2,5
Crisco's,8,4,1,5,4,2,6
Cristina,8,7,2,9,7,2,9
Cristina's,10,8,1,9,8,1,9
Croat,5,3,3,6,5,2,7
Croat's,7,7,1,8,7,1,8
Croatia,7,3,2,5,2,3,5
Croatia's,9,4,2,6,4,3,7
Croatian,8,4,2,6,4,2,6
Croatian's,10,5,2,7,5,2,7
Croatians,9,4,3,7,3,1,4
Croats,6,4,3,7,6,2,8
Croce,5,4,5,9,4,3,7
Croce's,7,5,5,10,6,2,8
Crockett,8,3,2,5,3,3,6
Crockett's,10,6,1,7,6,2,8
Croesus,7,2,2,4,2,2,4
Croesus's,9,2,0,2,2,0,2
Cromwell,8,4,2,6,3,3,6
Cromwell's,10,6,1,7,5,3,8
Cromwellian,11,3,1,4,4,1,5
Cromwellian's,13,4,1,5,4,0,4
Cronin,6,4,4,8,4,3,7
Cronin's,8,5,3,8,5,3,8
Cronkite,8,4,2,6,4,2,6
Cronkite's,10,6,1,7,5,1,6
Cronus,6,4,5,9,4,5,9
Cronus's,8,5,2,7,5,3,8
Crookes,7,5,3,8,5,2,7
Crookes's,9,5,1,6,3,3,6
Crosby,6,3,1,4,5,2,7
Crosby's,8,4,1,5,3,2,5
Cross,5,4,0,4,4,0,4
Cross's,7,5,1,6,5,1,6
Crowley,7,5,3,8,5,3,8
Crowley's,9,7,1,8,7,1,8
Cruikshank,10,3,1,4,3,1,4
Cruikshank's,12,4,1,5,3,1,4
Cruise,6,6,1,7,6,1,7
Cruise's,8,7,0,7,7,0,7
Crusades,8,4,1,5,3,2,5
Crusades's,10,1,1,2,2,1,3
Crusoe,6,2,2,4,2,2,4
Crusoe's,8,4,0,4,4,0,4
Crux,4,4,5,9,4,5,9
Crux's,6,6,4,10,6,4,10
Cruz,4,4,6,10,4,6,10
Cruz's,6,6,5,11,6,5,11
Cryptozoic,10,2,2,4,3,2,5
Cryptozoic's,12,3,2,5,4,1,5
Crystal,7,7,2,9,7,2,9
Crystal's,9,8,2,10,8,2,10
Cs,2,2,4,6,2,4,6
Csonka,6,2,1,3,2,1,3
Csonka's,8,4,0,4,3,1,4
Ctesiphon,9,5,0,5,3,1,4
Ctesiphon's,11,3,0,3,3,0,3
Cthulhu,7,1,5,6,1,5,6
Cthulhu's,9,2,4,6,2,4,6
Cu,2,2,5,7,2,5,7
Cu's,4,4,7,11,4,7,11
Cuba,4,4,4,8,4,5,9
Cuba's,6,6,4,10,6,5,11
Cuban,5,3,6,9,3,7,10
Cuban's,7,5,5,10,5,5,10
Cubans,6,4,4,8,4,4,8
Cuchulain,9,4,2,6,3,2,5
Cuchulain's,11,5,2,7,5,2,7
Cuisinart,9,2,1,3,2,1,3
Cuisinart's,11,4,2,6,3,2,5
Culbertson,10,5,0,5,4,0,4
Culbertson's,12,5,0,5,2,0,2
Cullen,6,5,5,10,5,5,10
Cullen's,8,7,3,10,7,3,10
Cumberland,10,5,2,7,9,1,10
Cumberland's,12,11,0,11,11,0,11
Cummings,8,7,3,10,7,4,11
Cummings's,10,6,0,6,6,1,7
Cunard,6,3,4,7,5,2,7
Cunard's,8,5,3,8,4,4,8
Cunningham,10,3,2,5,3,2,5
Cunningham's,12,3,1,4,4,1,5
Cupid,5,4,4,8,4,4,8
Cupid's,7,5,4,9,5,4,9
Curacao,7,3,3,6,3,2,5
Curacao's,9,5,1,6,5,1,6
Curie,5,4,3,7,4,3,7
Curie's,7,7,2,9,7,2,9
Curitiba,8,3,3,6,3,3,6
Curitiba's,10,4,1,5,4,1,5
Currier,7,5,2,7,5,2,7
Currier's,9,6,1,7,6,1,7
Curry,5,4,8,12,4,8,12
Curry's,7,6,6,12,6,7,13
Curt,4,4,5,9,4,6,10
Curt's,6,6,5,11,6,5,11
Curtis,6,6,4,10,6,4,10
Curtis's,8,7,2,9,7,2,9
Custer,6,6,3,9,6,3,9
Custer's,8,7,0,7,7,0,7
Cuvier,6,5,2,7,5,2,7
Cuvier's,8,6,2,8,6,2,8
Cuzco,5,3,5,8,3,5,8
Cuzco's,7,5,4,9,5,4,9
Cybele,6,2,1,3,2,1,3
Cybele's,8,4,2,6,4,1,5
Cyclades,8,5,3,8,4,3,7
Cyclades's,10,4,1,5,4,0,4
Cyclops,7,4,5,9,3,4,7
Cyclops's,9,4,3,7,3,3,6
Cygnus,6,5,5,10,5,5,10
Cygnus's,8,5,3,8,4,4,8
Cymbeline,9,3,2,5,2,3,5
Cymbeline's,11,6,1,7,5,1,6
Cynthia,7,3,2,5,3,3,6
Cynthia's,9,4,2,6,4,2,6
Cyprian,7,4,2,6,4,3,7
Cyprian's,9,6,2,8,5,2,7
Cypriot,7,2,4,6,2,4,6
Cypriot's,9,4,3,7,5,3,8
Cypriots,8,4,2,6,3,3,6
Cyprus,6,4,6,10,4,6,10
Cyprus's,8,6,2,8,6,3,9
Cyrano,6,5,2,7,3,3,6
Cyrano's,8,7,1,8,6,1,7
Cyril,5,2,6,8,2,6,8
Cyril's,7,5,4,9,4,4,8
Cyrillic,8,3,2,5,1,3,4
Cyrillic's,10,3,3,6,3,3,6
Cyrus,5,2,4,6,2,4,6
Cyrus's,7,3,4,7,3,4,7
Czech,5,2,5,7,3,4,7
Czech's,7,4,4,8,5,3,8
Czechia,7,3,3,6,3,3,6
Czechia's,9,5,2,7,3,3,6
Czechoslovakia,14,3,0,3,3,0,3
Czechoslovakia's,16,12,0,12,12,0,12
Czechoslovakian,15,3,0,3,3,0,3
Czechoslovakian's,17,4,0,4,2,0,2
Czechoslovakians,16,11,1,12,11,1,12
Czechs,6,3,4,7,4,4,8
Czerny,6,5,1,6,5,2,7
Czerny's,8,7,0,7,7,1,8
D,1,1,3,4,1,3,4
D's,3,3,7,10,3,7,10
Dacca,5,2,7,9,2,5,7
Dacca's,7,4,6,10,4,5,9
Dachau,6,3,6,9,2,8,10
Dachau's,8,5,5,10,4,7,11
Dacron,6,6,2,8,6,2,8
Dacron's,8,8,1,9,8,1,9
Dacrons,7,7,2,9,7,2,9
Dada,4,2,4,6,2,3,5
Dada's,6,4,6,10,4,3,7
Dadaism,7,4,3,7,3,3,6
Dadaism's,9,5,2,7,4,3,7
Daedalus,8,4,2,6,3,1,4
Daedalus's,10,3,1,4,3,0,3
Daguerre,8,2,2,4,2,3,5
Daguerre's,10,4,0,4,3,0,3
Dagwood,7,4,5,9,3,5,8
Dagwood's,9,6,3,9,5,3,8
Dahomey,7,3,2,5,3,2,5
Dahomey's,9,5,3,8,4,4,8
Daimler,7,4,1,5,4,2,6
Daimler's,9,7,1,8,6,2,8
Daisy,5,4,2,6,4,2,6
Daisy's,7,5,2,7,5,2,7
Dakar,5,3,3,6,3,5,8
Dakar's,7,5,1,6,5,3,8
Dakota,6,3,3,6,3,3,6
Dakota's,8,5,2,7,5,2,7
Dakotan,7,2,5,7,2,5,7
Dakotan's,9,5,3,8,5,3,8
Dakotas,7,4,3,7,4,2,6
Dalai,5,3,2,5,3,2,5
Dale,4,4,1,5,4,0,4
Dale's,6,6,0,6,6,0,6
Daley,5,4,2,6,4,2,6
Daley's,7,7,1,8,7,1,8
Dali,4,3,6,9,3,6,9
Dali's,6,5,5,10,5,5,10
Dalian,6,2,6,8,3,5,8
Dalian's,8,4,5,9,5,4,9
Dallas,6,3,5,8,3,4,7
Dallas's,8,4,4,8,4,2,6
Dalmatian,9,4,2,6,4,2,6
Dalmatian's,11,6,1,7,5,2,7
Dalmatians,10,5,1,6,5,1,6
Dalton,6,6,3,9,6,3,9
Dalton's,8,8,2,10,8,2,10
Damascus,8,3,2,5,5,2,7
Damascus's,10,5,1,6,2,0,2
Damian,6,3,2,5,3,2,5
Damian's,8,5,1,6,5,1,6
Damien,6,6,2,8,6,2,8
Damien's,8,6,2,8,6,2,8
Damion,6,4,4,8,4,4,8
Damion's,8,6,3,9,6,3,9
Damocles,8,4,2,6,4,2,6
Damocles's,10,3,1,4,5,0,5
Damon,5,5,4,9,5,4,9
Damon's,7,6,5,11,6,3,9
Dana,4,3,2,5,3,3,6
Dana's,6,5,3,8,4,3,7
Dane,4,4,3,7,4,4,8
Dane's,6,6,2,8,6,2,8
Danelaw,7,3,1,4,3,1,4
Danelaw's,9,5,0,5,5,0,5
Danes,5,5,3,8,5,3,8
Dangerfield,11,6,1,7,3,1,4
Dangerfield's,13,8,1,9,4,0,4
Danial,6,4,2,6,4,2,6
Danial's,8,6,1,7,6,1,7
Daniel,6,4,2,6,4,2,6
Daniel's,8,7,1,8,7,1,8
Danielle,8,3,1,4,3,1,4
Danielle's,10,5,1,6,4,2,6
Daniels,7,6,4,10,5,4,9
Daniels's,9,4,1,5,4,2,6
Danish,6,6,2,8,6,2,8
Danish's,8,6,2,8,6,3,9
Dannie,6,5,2,7,5,1,6
Dannie's,8,7,2,9,7,3,10
Danny,5,4,4,8,4,4,8
Danny's,7,6,3,9,6,3,9
Danone,6,4,4,8,3,2,5
Danone's,8,5,2,7,5,3,8
Dante,5,4,3,7,4,4,8
Dante's,7,6,3,9,6,3,9
Danton,6,5,3,8,5,3,8
Danton's,8,7,3,10,7,2,9
Danube,6,5,3,8,5,3,8
Danube's,8,7,3,10,6,4,10
Danubian,8,4,2,6,4,2,6
Danubian's,10,6,1,7,4,1,5
Daphne,6,3,4,7,4,3,7
Daphne's,8,6,3,9,6,4,10
Darby,5,5,2,7,5,2,7
Darby's,7,6,3,9,6,3,9
Darcy,5,4,3,7,4,3,7
Darcy's,7,7,2,9,7,2,9
Dardanelles,11,5,0,5,4,0,4
Dardanelles's,13,2,1,3,2,1,3
Dare,4,4,2,6,4,1,5
Dare's,6,6,1,7,6,1,7
Daren,5,4,1,5,4,1,5
Daren's,7,7,1,8,6,1,7
Darfur,6,3,4,7,3,4,7
Darfur's,8,5,6,11,5,3,8
Darin,5,5,4,9,5,4,9
Darin's,7,7,4,11,7,4,11
Dario,5,5,5,10,5,5,10
Dario's,7,7,3,10,7,3,10
Darius,6,6,3,9,6,3,9
Darius's,8,7,1,8,7,2,9
Darjeeling,10,5,1,6,3,1,4
Darjeeling's,12,7,0,7,4,0,4
Darla,5,4,5,9,4,5,9
Darla's,7,6,4,10,6,4,10
Darlene,7,6,2,8,6,1,7
Darlene's,9,8,1,9,8,1,9
Darling,7,5,4,9,5,4,9
Darling's,9,8,1,9,8,1,9
Darnell,7,6,1,7,6,2,8
Darnell's,9,8,0,8,8,1,9
Darrel,6,5,0,5,5,0,5
Darrel's,8,7,1,8,7,1,8
Darrell,7,5,2,7,5,2,7
Darrell's,9,7,1,8,7,1,8
Darren,6,4,1,5,4,1,5
Darren's,8,7,1,8,7,1,8
Darrin,6,4,3,7,4,3,7
Darrin's,8,6,2,8,6,2,8
Darrow,6,5,4,9,5,4,9
Darrow's,8,7,2,9,7,3,10
Darryl,6,2,4,6,2,4,6
